	chr	start	end	strand	Stat	Parent files
Merged-chr14-31227231-1	chr14	31227131	31227331	+	39.599998	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-69069768-1	chr11	69069668	69069868	+	25.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr2-127270229-1	chr2	127270129	127270329	+	9.71	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr2-125792487-1	chr2	125792387	125792587	+	13.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr2-125621599-1	chr2	125621499	125621699	+	11.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr2-125322814-1	chr2	125322714	125322914	+	11.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr15-55112648-1	chr15	55112548	55112748	+	7.47	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr15-52928615-1	chr15	52928515	52928715	+	10.5	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr15-51957008-1	chr15	51956908	51957108	+	8.21	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr15-51083868-1	chr15	51083768	51083968	+	8.21	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr15-41537481-1	chr15	41537381	41537581	+	8.96	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-20894847-1	chr14	20894747	20894947	+	41.799999	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr2-148491494-1	chr2	148491394	148491594	+	10.5	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-70388032-1	chr11	70387932	70388132	+	26.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-75279808-1	chr11	75279708	75279908	+	23.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr2-147194192-1	chr2	147194092	147194292	+	11.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr2-146533731-1	chr2	146533631	146533831	+	8.21	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-70545573-1	chr14	70545473	70545673	+	42.599998	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr2-146010865-1	chr2	146010765	146010965	+	11.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-97632086-1	chr11	97631986	97632186	+	22.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-95852213-1	chr11	95852113	95852313	+	21.700001	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-90603341-1	chr11	90603241	90603441	+	30.6	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr2-145806465-1	chr2	145806365	145806565	+	11.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-72207081-1	chr11	72206981	72207181	+	25.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr2-143903997-1	chr2	143903897	143904097	+	11.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-30579369-1	chr14	30579269	30579469	+	44.799999	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr2-136937085-1	chr2	136936985	136937185	+	11.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr2-135847801-1	chr2	135847701	135847901	+	12.7	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-25474740-1	chr14	25474640	25474840	+	44.799999	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr2-132601914-1	chr2	132601814	132602014	+	10.5	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr2-132035595-1	chr2	132035495	132035695	+	11.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-82022843-1	chr11	82022743	82022943	+	24.6	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-78363870-1	chr11	78363770	78363970	+	23.200001	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-33291107-1	chr14	33291007	33291207	+	41.799999	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-32769885-1	chr14	32769785	32769985	+	33.599998	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr1-74397189-1	chr1	74397089	74397289	+	88.099998	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-12037412-1	chr11	12037312	12037512	+	20.200001	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr17-56256772-1	chr17	56256672	56256872	+	19.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr17-47940132-1	chr17	47940032	47940232	+	14.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-22050586-1	chr9	22050486	22050686	+	8.96	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-21961605-1	chr9	21961505	21961705	+	12.7	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-21425481-1	chr9	21425381	21425581	+	8.21	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-21425048-1	chr9	21424948	21425148	+	8.21	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-21311117-1	chr9	21311017	21311217	+	8.21	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-20966185-1	chr9	20966085	20966285	+	9.71	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-42846250-1	chr9	42846150	42846350	+	103.800003	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-15027716-1	chr9	15027616	15027816	+	10.5	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-76504373-1	chr14	76504273	76504473	+	12.7	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-74722082-1	chr14	74721982	74722182	+	9.71	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-14631802-1	chr9	14631702	14631902	+	8.96	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-8134414-1	chr9	8134314	8134514	+	8.96	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-7356158-1	chr9	7356058	7356258	+	10.5	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-4376583-1	chr9	4376483	4376683	+	10.5	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-123503356-1	chr9	123503256	123503456	+	11.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-72760255-1	chr14	72760155	72760355	+	8.96	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-76832708-1	chr14	76832608	76832808	+	8.96	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-70517393-1	chr14	70517293	70517493	+	10.5	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr17-57060284-1	chr17	57060184	57060384	+	17.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr17-62883048-1	chr17	62882948	62883148	+	13.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr17-74848746-1	chr17	74848646	74848846	+	14.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr17-73971588-1	chr17	73971488	73971688	+	12.7	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr17-73411807-1	chr17	73411707	73411907	+	16.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr17-71132517-1	chr17	71132417	71132617	+	15.7	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr17-70961156-1	chr17	70961056	70961256	+	19.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr17-64577189-1	chr17	64577089	64577289	+	16.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-37544650-1	chr9	37544550	37544750	+	8.96	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-37460253-1	chr9	37460153	37460353	+	8.96	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr17-57363641-1	chr17	57363541	57363741	+	14.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-27199032-1	chr9	27198932	27199132	+	11.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-25549149-1	chr9	25549049	25549249	+	10.5	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-24502720-1	chr9	24502620	24502820	+	13.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-115290348-1	chr14	115290248	115290448	+	10.5	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-100467494-1	chr14	100467394	100467594	+	8.21	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-99290246-1	chr14	99290146	99290346	+	10.5	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-78846968-1	chr14	78846868	78847068	+	9.71	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-78678379-1	chr14	78678279	78678479	+	11.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr17-63374818-1	chr17	63374718	63374918	+	15.7	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-25589068-1	chr9	25588968	25589168	+	9.71	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-70191933-1	chr14	70191833	70192033	+	8.21	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-68036054-1	chr14	68035954	68036154	+	8.21	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-95292012-1	chr11	95291912	95292112	+	23.200001	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-63150564-1	chr14	63150464	63150664	+	35.799999	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-52198340-1	chr14	52198240	52198440	+	33.599998	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-45657662-1	chr14	45657562	45657762	+	32.900002	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-59297584-1	chr14	59297484	59297684	+	9.71	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-59260228-1	chr14	59260128	59260328	+	10.5	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-58201494-1	chr14	58201394	58201594	+	8.96	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-58072274-1	chr14	58072174	58072374	+	8.96	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-57744561-1	chr14	57744461	57744661	+	8.96	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-55194550-1	chr11	55194450	55194650	+	20.200001	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-57730012-1	chr14	57729912	57730112	+	8.96	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-32324787-1	chr11	32324687	32324887	+	19.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-31852286-1	chr11	31852186	31852386	+	25.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-31736409-1	chr11	31736309	31736509	+	23.200001	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-30648157-1	chr11	30648057	30648257	+	21.700001	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-26593536-1	chr11	26593436	26593636	+	24.6	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-22814871-1	chr11	22814771	22814971	+	22.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr1-120074506-1	chr1	120074406	120074606	+	85.900002	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-20772527-1	chr11	20772427	20772627	+	26.1	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-55728465-1	chr14	55728365	55728565	+	9.71	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-55458277-1	chr11	55458177	55458377	+	24.6	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-59538480-1	chr11	59538380	59538580	+	19.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-59841623-1	chr14	59841523	59841723	+	9.71	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-88150530-1	chr11	88150430	88150630	+	24.6	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-87025540-1	chr11	87025440	87025640	+	21.700001	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-123240537-1	chr9	123240437	123240637	+	11.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-122865991-1	chr9	122865891	122866091	+	8.96	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-122572338-1	chr9	122572238	122572438	+	11.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr9-121475794-1	chr9	121475694	121475894	+	11.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-66696624-1	chr14	66696524	66696724	+	10.5	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-66494802-1	chr14	66494702	66494902	+	10.5	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-66242784-1	chr14	66242684	66242884	+	11.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-65025555-1	chr14	65025455	65025655	+	10.5	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-83272356-1	chr11	83272256	83272456	+	26.1	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-78261990-1	chr11	78261890	78262090	+	25.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-70668549-1	chr11	70668449	70668649	+	23.200001	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr11-63014967-1	chr11	63014867	63015067	+	21.700001	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-62848740-1	chr14	62848640	62848840	+	11.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-62657718-1	chr14	62657618	62657818	+	9.71	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-61946116-1	chr14	61946016	61946216	+	11.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-61588603-1	chr14	61588503	61588703	+	8.21	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr14-60686014-1	chr14	60685914	60686114	+	7.47	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr5-120583728-1	chr5	120583628	120583828	+	17.200001	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr5-120724198-1	chr5	120724098	120724298	+	14.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr13-110905561-1	chr13	110905461	110905661	+	16.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr13-110960439-1	chr13	110960339	110960539	+	14.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr13-108891749-1	chr13	108891649	108891849	+	12.7	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr13-108471176-1	chr13	108471076	108471276	+	11.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr13-106880913-1	chr13	106880813	106881013	+	13.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr13-102679858-1	chr13	102679758	102679958	+	12.7	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr13-102143273-1	chr13	102143173	102143373	+	9.71	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr1-51498839-1	chr1	51498739	51498939	+	15.7	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr1-43897363-1	chr1	43897263	43897463	+	13.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr10-61680594-1	chr10	61680494	61680694	+	50.0	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr13-109264056-1	chr13	109263956	109264156	+	11.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr1-40410069-1	chr1	40409969	40410169	+	14.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr1-37474835-1	chr1	37474735	37474935	+	12.7	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr1-31096585-1	chr1	31096485	31096685	+	12.7	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr1-30950176-1	chr1	30950076	30950276	+	13.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr8-41025877-1	chr8	41025777	41025977	+	11.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr8-40609950-1	chr8	40609850	40610050	+	8.96	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr8-40580662-1	chr8	40580562	40580762	+	11.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr8-35640770-1	chr8	35640670	35640870	+	9.71	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr8-34234416-1	chr8	34234316	34234516	+	13.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr1-39367835-1	chr1	39367735	39367935	+	14.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr8-34164728-1	chr8	34164628	34164828	+	11.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr8-45975457-1	chr8	45975357	45975557	+	11.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr8-47948511-1	chr8	47948411	47948611	+	11.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr13-113795414-1	chr13	113795314	113795514	+	13.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr13-112667388-1	chr13	112667288	112667488	+	14.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr13-112272214-1	chr13	112272114	112272314	+	13.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr13-112116322-1	chr13	112116222	112116422	+	14.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr13-112002665-1	chr13	112002565	112002765	+	14.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr13-111868147-1	chr13	111868047	111868247	+	13.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr13-111792330-1	chr13	111792230	111792430	+	11.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr13-109594024-1	chr13	109593924	109594124	+	9.71	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr8-46733452-1	chr8	46733352	46733552	+	11.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr1-74782285-1	chr1	74782185	74782385	+	11.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr1-74438216-1	chr1	74438116	74438316	+	13.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr1-65247731-1	chr1	65247631	65247831	+	9.71	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr1-62776039-1	chr1	62775939	62776139	+	14.9	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr1-58028597-1	chr1	58028497	58028697	+	13.4	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr1-51961051-1	chr1	51960951	51961151	+	14.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr8-57602123-1	chr8	57602023	57602223	+	12.7	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr8-57576374-1	chr8	57576274	57576474	+	11.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
Merged-chr8-56897436-1	chr8	56897336	56897536	+	11.2	C57Bl6_F_BMDM_ChIP_Egr2_24hIL4_DSGFA_rep2_MAH_l20181023.txt
