id	motif	5% stats	Median stats	95% stats	5% p-val	Median p-val	95% p-val
MA0602.1	Arid5a	134318.1	154306.0	170034.425	-0.6880621965518237	-0.17125121456897555	1.3485318303712468
MA0473.2	ELF1	110315.6	129473.0	148904.32499999998	41.71952634296981	50.71619227459744	60.28929026430878
MA1628.1	Zic1::Zic2	113107.25	131785.5	144461.65	-1.283979036571619	0.0834970190802955	0.8663543845158602
MA0071.1	RORA	72416.675	85502.5	97849.67499999999	-2.4873773729556103	-0.6103455501417793	0.2659633591785341
MA0104.3	Mycn	76609.225	90546.5	100757.55	-0.8028949605785569	-0.16045551255462	1.3202678030707142
MA0900.2	HOXA2	49197.475	59749.5	67031.05	-1.1817424508813419	-0.07680631074587749	0.7859401941411625
MA0608.1	Creb3l2	120813.875	137164.0	154821.675	-2.0315536592253496	-0.5284806907685737	0.30129381313892434
MA0866.1	SOX21	138085.225	158026.5	180339.15000000002	-3.2314514978331372	-1.0912709605413067	-0.06504439530846892
MA0860.1	Rarg(var.2)	193130.19999999998	220379.5	241534.25	-1.170142142762206	-0.07623525371284227	0.6702430019185457
MA1578.1	VEZF1	114599.325	133542.0	151221.025	-3.4881608426440938	-1.1673354974335797	-0.038478392317741084
MA0491.2	JUND	121547.3	140120.0	159798.55	4.6193640647696546	8.267514055339925	12.532989102576256
MA1138.1	FOSL2::JUNB	74194.95	86796.5	100298.77500000001	4.921972541557677	8.49688108563156	13.135931507677189
MA1103.2	FOXK2	102172.1	117685.0	133811.85	-1.9716786720476052	-0.4956770770011809	0.24714029787838038
MA0872.1	TFAP2A(var.3)	115577.4	133889.5	151461.125	-2.544858716955324	-0.7988323843910667	0.14625530198140507
MA0718.1	RAX	72850.45	85550.5	96506.15	-1.5366867430821405	-0.19093304472705727	0.4937391311082575
MA1124.1	ZNF24	161251.07499999998	184457.5	205332.19999999998	-2.026167176823321	-0.47130137155805274	0.3569385927737678
MA1538.1	NR2F1(var.3)	177705.0	204038.5	222658.87499999997	-1.5182755164049928	-0.21886635026460005	0.523288784287142
MA1474.1	CREB3L4	172393.44999999998	196630.0	223586.14999999997	0.6051633367283873	2.205108494390999	4.917211587095263
MA0473.3	ELF1	69217.875	82287.5	96450.175	92.88613028879334	103.14041993478551	113.39828656849585
MA0758.1	E2F7	145775.875	165876.0	188509.17500000002	-2.8331497516706747	-0.9452383603161332	0.43247398206376647
MA0469.3	E2F3	102298.975	118644.5	134825.3	-2.1772160551505344	-0.545718957219051	0.15525003777968957
MA0638.1	CREB3	199666.97499999998	225527.5	255345.3	0.2760875119278413	1.5493730881032761	3.961364637179308
MA0112.2	ESR1	269492.675	304711.0	328650.64999999997	-0.960862099381852	-0.008886032846594033	0.9458886772784261
MA0035.2	Gata1	99144.47499999999	114566.5	131783.625	-2.8409244570101415	-1.0507436561230379	-0.07663558431048831
MA1099.1	Hes1	159243.19999999998	182593.5	202212.575	-0.4530528424369627	0.37846022569038656	1.8134463238856537
MA0014.3	PAX5	155212.55000000002	178623.5	198783.025	-1.9630981132468592	-0.3585476039014659	0.40088254584097893
MA0659.1	MAFG	268407.45	301054.0	336567.6	-0.7010385244088289	1.1246432474765071	3.182589657483335
MA0106.2	TP53	173035.94999999998	197038.0	221420.425	-0.20960331233052923	0.746595977905213	2.6532826748971816
MA0650.1	HOXA13	70978.90000000001	83979.5	94052.075	-1.2345879001366133	-0.10811536373287967	0.757372108693977
MA0616.2	HES2	147028.52500000002	166863.0	186811.675	-0.24156995484969707	1.1815535848919618	3.399336147608454
MA0043.3	HLF	150061.475	169890.0	188979.125	-0.5603462975834697	0.294934999085028	1.6891028167136628
MA0036.3	GATA2	91575.075	106036.5	121742.4	-2.5859663901267393	-0.8403391122896733	0.15024277279234557
MA0752.1	ZNF410	166251.525	189872.0	211629.34999999998	-1.9303998408319112	-0.44831542231329324	0.4158613190291004
MA0750.1	ZBTB7A	156129.7	178334.5	198983.90000000002	-2.116459150182673	-0.49051292791998935	0.13999962140049954
MA0035.4	GATA1	87661.45	103945.5	113814.1	-1.2585000791861805	-0.09556672689766747	0.7127703285998791
MA1511.1	KLF10	131094.225	150625.5	169442.62499999997	-0.4869379403530617	0.4544245732999218	2.0670353822117185
MA0480.1	Foxo1	95668.4	110640.5	125470.05	0.091435416945546	0.9900214715404484	2.921741591217588
MA0496.2	MAFK	225647.84999999998	252176.5	282224.125	-0.1939289456386302	0.9155925769873494	2.9888331725688357
MA0148.1	FOXA1	92658.15000000001	107871.5	121823.325	-0.45979734016783774	0.3951802882602334	1.7396715944801127
MA0163.1	PLAG1	128061.65	147104.0	168077.575	-7.354907804594993	-4.07419294586534	-1.6633221693752083
MA0817.1	BHLHE23	122043.70000000001	141558.0	158128.47499999998	-0.534527478201965	0.2412824931279951	1.5139480897888231
MA0746.1	SP3	140894.05	162676.5	179768.325	-0.5804695061066966	0.2262110771911732	1.4097045120574423
MA0462.2	BATF::JUN	77720.075	90110.0	103752.525	5.6890545227550975	9.652567806018743	14.322708774872574
MA0108.2	TBP	195082.125	222899.0	244421.0	-0.6775311385828706	-0.16442237154389802	1.4756082427915078
MA0093.2	USF1	111070.95	126962.0	142195.275	-0.8604644370314585	0.8223407030766362	2.4422359602286114
MA0138.1	REST	208023.875	240279.0	258874.175	-1.1284991853095836	0.022271507145386466	0.9194111737201432
MA1615.1	Plagl1	138041.775	157946.0	178149.875	-2.5518361245452956	-0.800833924676788	-0.05676299493874136
MA1108.2	MXI1	89836.575	103836.5	118870.29999999999	-0.35661236057749934	1.0565098436906901	2.9410669656673734
MA0613.1	FOXG1	41246.65	49936.5	58271.575	-2.0958505920149793	-0.4997569038884889	0.35378771094441436
MA0748.2	YY2	123764.42499999999	142001.5	161194.9	-3.8851086521910525	-1.5107804624777688	-0.18196048230021336
MA0757.1	ONECUT3	139467.45	159349.5	179706.19999999998	-2.8687571567302603	-0.9176280223209489	0.14761696930796525
MA0150.1	NFE2L2	83093.45	97356.0	112170.2	0.8026374164672617	2.6553226549308606	5.799160017729866
MA0052.1	MEF2A	73792.5	87001.0	99837.625	0.05360210919268769	1.1571722176754913	3.1675151970437234
MA0258.2	ESR2	157717.32499999998	179269.5	199613.125	-0.44479237099032354	0.4090402384959093	2.0396427534745714
MA0596.1	SREBF2	87018.55	100755.5	116765.275	-3.3298289771193805	-1.1650235868351808	-0.09909768053481388
MA1521.1	MAFA	146710.65	166650.0	188833.95	0.2967292438265846	1.6222866814466321	4.058794819536836
MA0669.1	NEUROG2	96004.125	112247.0	127066.125	-0.048821611145452956	0.7836905609057692	2.5540741393827555
MA0702.1	LMX1A	44100.174999999996	53047.0	60915.49999999999	-1.5308044814281179	-0.2325833951406363	0.5802180454101765
MA1601.1	ZNF75D	106362.2	124017.0	139436.95	-2.2570982900882592	-0.562705105716294	0.2432308798183238
MA0500.2	MYOG	98583.8	113962.0	128994.125	-1.5805638129182884	-0.33968628559105973	0.4252343539489605
MA0102.3	CEBPA	92918.3	107925.0	123979.40000000001	1.7391262927545488	4.04316423299873	7.470559371159704
MA0512.2	Rxra	148778.05000000002	172282.0	190851.80000000002	-1.4116773922915034	-0.2085272950202062	0.6289832473649735
MA1102.1	CTCFL	168676.34999999998	191856.5	217647.89999999997	-4.240945629844439	-1.8143178944520926	-0.30100596290365095
MA0878.2	CDX1	95016.02500000001	110157.5	123498.82500000001	-1.684296082019541	-0.2836660541042736	0.5183720034627409
MA0650.2	HOXA13	83641.575	97204.0	111582.32499999998	-5.074611102650152	-2.3584461192360937	-0.6208695084428637
MA1481.1	DRGX	59417.575000000004	71691.5	80056.175	-0.963197658307612	-0.026512484180431464	1.1629124023092827
MA0002.1	RUNX1	105060.72499999999	120780.0	137599.925	-0.7685145865964477	0.917405431154312	2.9394936166796666
MA1603.1	Dmrt1	161539.8	186359.5	203914.4	-0.8630567803227231	-0.11662488715588683	1.3530178273381694
MA1525.1	NFATC4	119911.54999999999	138184.5	157941.425	-3.74302646010032	-1.4129227644417037	-0.0448160970455651
MA1502.1	HOXB8	57531.725	68509.5	78806.22499999999	-2.077822161422841	-0.4731617655184626	0.28171979385229307
MA0122.1	Nkx3-2	49534.025	58777.0	69268.825	8.987792318289467	13.852909567727306	19.207225103417695
MA1099.2	HES1	159683.8	183928.0	202646.5	-0.6229698880707393	-0.24560917873572002	1.6092436653667819
MA1113.2	PBX2	128025.57500000001	146704.5	162492.47499999998	-1.5717913331272568	-0.2852984356186916	0.13105273810758813
MA1640.1	MEIS2(var.2)	149757.425	171834.5	190747.575	-1.707544665551933	-0.3034660660893237	0.5243314685780397
MA0619.1	LIN54	49281.275	59165.5	66236.375	-0.6422000953741781	0.19349043047386003	1.5762536150712894
MA0605.1	Atf3	90421.575	105323.0	120417.025	0.08986766687474393	1.133598736312343	3.218972447577241
MA0726.1	VSX2	50160.65	60165.5	68240.5	-0.621273555157187	0.1531205814082909	1.460769591523559
MA0130.1	ZNF354C	36362.399999999994	45423.5	51692.25	-1.2851516793011297	-0.10397874189086856	0.7672505024665506
MA1109.1	NEUROD1	130047.25	148273.0	166808.5	-2.6022935587009575	-0.7576880763052154	0.4224786502189354
MA0712.1	OTX2	56045.799999999996	66106.0	77984.59999999999	-4.791629515898423	-2.2769216356900794	-0.6285622369281487
MA0077.1	SOX9	81855.375	96139.5	107090.34999999999	-0.7301658517812359	-0.11766886203560117	1.1941716165637009
MA0100.1	Myb	68934.275	81823.5	94452.2	0.06112163483552682	0.926638994143982	2.8446735708677084
MA0067.1	Pax2	69891.82500000001	82102.5	95130.24999999999	0.20227935648458972	1.3688508951365983	3.4759637118650333
MA0515.1	Sox6	67129.075	78260.0	91334.075	-4.668357554847278	-2.205242935068311	-0.5276500266343715
MA1649.1	ZBTB12	101863.9	117828.0	131856.55	-1.6980868315220219	-0.3232754672033057	0.5532323073379783
MA1554.1	RFX7	85741.65000000001	101080.0	111776.2	-0.7430235623706065	-0.06712640048063861	1.200255733490594
MA0695.1	ZBTB7C	152125.65	173967.5	195532.175	-2.179711737412876	-0.5489064736557293	0.29476014712479287
MA0698.1	ZBTB18	128515.625	148115.5	166758.2	-2.211313086778468	-0.6411548709918407	0.19073176820987742
MA1499.1	HOXB4	45873.9	56042.5	63091.75	-1.2335619070209705	-0.09132133819763122	0.7435593646898028
MA0891.1	GSC2	85869.45	100233.5	115245.8	-4.941019969675811	-2.199806399235406	-0.45869081100991643
MA1480.1	DPRX	88496.34999999999	104965.0	116775.125	-1.291770078820486	-0.11956488835640733	0.7304311958599304
MA0153.2	HNF1B	124618.0	145117.0	157910.32499999998	-1.0744765062642367	-0.03647999559230373	0.9513283880216366
MA0828.1	SREBF2(var.2)	131961.375	150662.5	167513.35	-1.5792436011344126	-0.24249286114196839	0.4913801110741191
MA1577.1	TLX2	44279.725	53904.5	62164.7	0.0043627156427187026	0.4671319445477061	2.0927145271119105
MA0131.2	HINFP	231157.17500000002	260950.5	291328.15	5.588133515403233	9.515819017118496	14.760924636842637
MA0809.1	TEAD4	106310.425	122730.0	140011.15	-4.125597933540664	-1.5914316283292602	-0.28255641816376903
MA0656.1	JDP2(var.2)	116278.975	133970.0	153630.375	0.5040769513029781	2.213379989126739	4.77667685293136
MA1570.1	TFAP4(var.2)	99424.84999999999	115644.5	131803.425	0.0347107491488866	1.211446569037688	3.178338810880568
MA0666.1	MSX1	59173.100000000006	70057.0	80998.275	-2.6027180620673884	-0.8411182489362679	0.2226179031630079
MA0652.1	IRF8	161159.1	184277.0	207882.5	2.3921921269313025	5.019307254953462	8.860373727243234
MA0870.1	Sox1	149531.875	171974.5	190459.675	-1.8894933891468224	-0.3933651339356161	0.5693691898225802
MA1107.1	KLF9	152756.725	174359.5	195121.775	-0.3718864774139247	0.43698650244246995	2.0048462905782323
MA0027.1	En1	83875.55	97821.5	112000.67499999999	-0.276391231164314	1.016572634527944	3.092039198875876
MA0485.2	HOXC9	96048.225	111774.5	125132.15	-1.6603021120532808	-0.28758442208440804	0.4484208550956109
MA0909.2	HOXD13	90117.05	105177.5	121976.72499999999	-6.584396162313412	-3.429979670582673	-1.264750725637944
MA0729.1	RARA	156502.325	180024.5	202304.175	-0.23927016279867408	0.7337677850801966	2.5358046178506077
MA0787.1	POU3F2	107905.85	125670.5	140954.275	-1.7753387136415202	-0.37233377731988343	0.5971365665642305
MA0035.3	Gata1	85777.875	101108.0	114220.04999999999	-2.5014944208546845	-0.7657693721169236	0.05309329485586893
MA1136.1	FOSB::JUNB(var.2)	101142.825	116954.5	134564.09999999998	-0.018082573809037415	1.401354484187682	3.4733328061671203
MA0795.1	SMAD3	82185.175	95874.0	108850.025	-0.6648193295036713	-0.4776289990645637	2.196902009398583
MA0902.2	HOXB2	60799.799999999996	72702.0	81915.375	-1.4247657611487468	-0.15549461200752387	0.7118299705174151
MA1574.1	THRB	186254.125	211702.0	233705.15	-1.6429721973725036	-0.25052809120377834	0.440598885265318
MA1528.1	NFIX(var.2)	181513.975	208360.5	228387.75	-1.380411535060715	-0.12436457718759204	0.7112635201085145
MA0009.1	Tbxt	94040.65	109689.0	125087.59999999999	-2.39949192428779	-0.6753681821308115	0.1772605982685885
MA1602.1	ZSCAN29	136203.7	158313.0	175796.575	-1.6290649280106424	-0.22473507255270492	0.43229612205389983
MA0526.2	USF2	209901.325	238308.5	259461.84999999998	-0.7807186530895738	-0.13415624942824597	1.295003128720593
MA0522.2	TCF3	79609.7	92856.5	107716.59999999999	-12.107639260786199	-7.86594420505455	-4.406705954913743
MA0653.1	IRF9	177262.15	200509.5	225945.925	0.483289558085855	2.0740852271519103	4.697474754276747
MA0520.1	Stat6	144343.25	166991.0	189056.575	0.3510686084753535	1.8240360395124164	4.278529063601044
MA1141.1	FOS::JUND	118239.775	135331.0	154005.125	3.1337583077276685	5.930622030928646	10.015420889110372
MA0810.1	TFAP2A(var.2)	118918.15000000001	136285.5	154688.425	-0.05942596328789172	0.8175130095094054	2.5106488193509193
MA0634.1	ALX3	69236.04999999999	81261.0	93235.17499999999	-1.7868751925059	-0.46450274520057566	0.18688228743896784
MA0794.1	PROX1	150245.625	172396.0	187714.55	-1.157547810127385	0.06889952721327233	0.8722291906227803
MA1625.1	Stat5b	122635.95	140690.0	157020.55	-1.7296425651612417	-0.35347753878229854	0.4790156215349569
MA0137.2	STAT1	139298.7	158993.5	177625.35	-0.6923821726229729	0.636495236110749	2.2683838418160667
MA0009.2	TBXT	177122.25	200132.5	224775.0	-3.699509388832033	-1.4462120166184664	-0.1602029458520127
MA0489.1	JUN(var.2)	138517.375	157600.5	179348.425	3.2793358185291996	6.3588775991282915	10.76563541595421
MA1596.1	ZNF460	202459.59999999998	232463.0	251408.4	-1.0718741530147822	0.004106804510421639	0.9773508847266082
MA0508.3	PRDM1	147292.675	168594.0	191003.72499999998	0.9360485761050086	2.8409794947470743	5.983677228913872
MA0640.1	ELF3	145700.82499999998	167268.0	189034.52500000002	25.876831571339157	33.25674208485175	41.86682241121603
MA0469.2	E2F3	196948.1	223265.0	247789.34999999998	-2.1403446107495636	-0.47691496964269725	0.28870895705706695
MA0473.1	ELF1	61062.55	72550.0	85294.025	101.70924765772695	112.5082434359712	123.17680418321316
MA0509.2	RFX1	137680.07499999998	159064.0	173170.35	-0.9829834613197942	0.018272594062362518	1.0211066099021864
MA0673.1	NKX2-8	80335.7	93123.0	107795.5	1.6678713860621315	4.022093633934649	7.4558784356235845
MA0046.2	HNF1A	154291.80000000002	178659.5	194825.34999999998	-1.1046864332249138	-0.04626758230275996	0.8086556015700361
MA0114.1	HNF4A	133655.475	153344.5	168336.4	-1.4464125409113184	-0.184593355800073	0.5132849661260888
MA0771.1	HSF4	145052.55	167633.5	184452.75	-1.365175970242479	-0.2183409075089856	0.6254099153891072
MA1144.1	FOSL2::JUND	77731.42499999999	90632.0	106166.75	4.477372808991226	8.114865894169933	12.740324894839018
MA0083.3	SRF	150354.375	172349.5	190432.825	-0.583018803821825	0.23328006511620686	1.471047462082801
MA1123.1	TWIST1	113750.85	130164.0	146004.34999999998	-0.22647202724886872	0.46165811506657584	2.0720938396320876
MA0146.1	Zfx	162606.5	186458.0	202720.65000000002	-0.9638558997254452	-0.018416669349493778	1.057169191288616
MA0006.1	Ahr::Arnt	48340.025	59297.5	66403.72499999999	-1.1337741130022783	-0.07236455911761339	0.8277599428122173
MA0842.1	NRL	98876.77500000001	114352.0	129237.15	-0.8019632097803547	-0.37109936081159345	1.7778928972486403
MA1122.1	TFDP1	155276.175	177962.0	201357.525	-2.4984768993772795	-0.6876679017181283	0.275694350012129
MA0868.1	SOX8	91459.45	108691.5	121290.64999999998	-0.9266417175292613	-0.05255825186550914	1.0663422915433007
MA0681.1	Phox2b	81879.7	95282.0	108832.97499999998	-1.9081432856852707	-0.4322685167554218	0.42046364387287816
MA0024.1	E2F1	68678.1	80918.0	90854.525	-1.4067057243002672	-0.16221596354776435	0.6904464468281943
MA0618.1	LBX1	49847.475	59277.5	68777.4	-0.2616942655794079	0.42551438680047216	1.9484835628033328
MA0494.1	Nr1h3::Rxra	278831.35000000003	311212.0	341999.075	-0.2380263883458345	0.5716861468131376	2.279462766393452
MA1515.1	KLF2	126494.475	146850.0	163052.6	-0.634740805095824	0.20977572273892162	1.6070751021212042
MA0469.1	E2F3	224653.5	258289.5	278824.24999999994	-0.981543911217977	0.02031748924158772	0.967933891085422
MA0503.1	Nkx2-5(var.2)	94078.40000000001	107777.5	122268.84999999999	-2.22257074662402	-0.5766022990764739	0.3265145271668221
MA0024.3	E2F1	138007.3	156573.0	178290.25	-3.1689026181323583	-1.130600313318064	-0.05392205860407621
MA0017.2	NR2F1	130013.4	152334.5	167736.775	-1.0091484574851228	-0.04262201284117715	0.980887127626848
MA0816.1	Ascl2	91266.625	106234.5	118143.725	-1.2751820203695594	-0.1517630221164372	0.7760568622439934
MA0079.1	SP1	97910.45	112958.5	127273.22499999999	-1.6096862349709506	-0.3033313886782864	0.2367856177186714
MA1501.1	HOXB7	107037.375	127363.5	140019.975	-1.0052202313800163	-0.01691141025523621	1.1114775360311726
MA0647.1	GRHL1	152312.05000000002	174436.0	191407.07499999998	-0.679911198262103	0.1744055931280247	1.4181056181652107
MA0871.1	TFEC	105225.67499999999	121006.0	139677.17500000002	-0.08573354294684674	1.464364413375087	3.4882562401570754
MA0622.1	Mlxip	70398.175	83411.5	93655.525	-1.366240964095202	-0.1709511647799621	0.4620542711791602
MA0598.3	EHF	64229.25	76231.0	88658.425	117.02688798508989	127.62366421442341	138.3290521805428
MA1657.1	ZNF652	125432.925	143529.0	162377.44999999998	-0.6068146900823751	0.6482900994729845	2.293462240283309
MA0526.1	USF2	99435.3	114740.0	130425.72499999999	0.09974997440020589	1.2550082500839979	3.5558451579456203
MA0734.1	GLI2	162909.92500000002	187182.0	207371.84999999998	-1.618956707265767	-0.2577278367115384	0.4086109728291086
MA1112.1	NR4A1	84713.125	98918.5	112980.0	-2.661582209649203	-0.767413498316176	0.09934392736641699
MA0025.1	NFIL3	89639.875	105773.5	117572.4	-1.180936812969824	-0.05061424395990808	0.9261629493509088
MA0645.1	ETV6	46191.424999999996	55904.0	65772.25	89.75421730250396	99.28112078185343	108.82751298711929
MA0122.2	NKX3-2	80178.225	93472.5	108583.39999999998	-0.08516042131007552	1.3480037267957263	3.5699764786602812
MA0734.2	GLI2	172896.325	196480.0	220443.40000000002	-2.429567451887032	-0.7154398597185876	0.3296230537172488
MA0035.1	Gata1	32162.075	39295.0	47128.025	-7.0188211580359186	-3.724001885237265	-1.5417045610600062
MA0623.2	NEUROG1	96477.525	112799.5	126433.97499999998	-0.5050132170873225	0.4358351468036215	1.9355799012481687
MA0630.1	SHOX	48094.85	59082.0	66633.59999999999	-1.2724063051255101	-0.06885717555019806	0.7818676251514763
MA1629.1	Zic2	164315.3	188757.0	209017.5	-0.534819923291773	0.2682328656061742	1.6364629442899115
MA1583.1	ZFP57	185271.525	209658.0	231532.3	-0.13996695740053855	0.5703983236709491	2.1297709439815224
MA0755.1	CUX2	74821.2	87404.0	102509.3	-7.043391708238893	-3.8032462422320488	-1.4181856023044346
MA0030.1	FOXF2	122489.275	141532.5	159161.49999999997	-1.4571988234089033	-0.24345293585331795	0.5062472480137612
MA0036.1	GATA2	25640.6	31385.5	38220.12499999999	-4.201099447296478	-1.7954172796259205	-0.3336798831820752
MA0598.1	EHF	24345.074999999997	30298.5	37306.375	49.464947928608346	57.87416948770753	66.49330300218278
MA0106.1	TP53	159466.825	182494.0	203536.925	-1.9861576378000498	-0.4946939300404214	0.43431930429862936
MA0658.1	LHX6	71853.25	86724.5	96319.67499999999	-1.2044289376590591	-0.03911362510757317	0.8407496244085039
MA1125.1	ZNF384	122901.225	141194.5	160048.5	-0.7215407897765015	0.8977574857973594	2.7815993148284814
MA0482.1	Gata4	98501.9	114205.5	131722.825	-2.8569716391138718	-0.9448494738935231	-0.017200980327811675
MA0104.4	MYCN	149807.3	172605.0	189509.62499999997	-1.407446055592769	-0.158232384133192	0.6133100657490685
MA1553.1	RARG(var.3)	160263.19999999998	181039.0	203908.35	0.000128032924290627	0.7154915949784497	2.277771168953662
MA1106.1	HIF1A	187824.175	211292.0	236772.74999999997	-0.23376052837985817	0.6249995673711973	2.443088854871473
MA0461.2	Atoh1	94682.32500000001	110788.0	124796.24999999999	-0.3740766046954896	0.25203370892360616	1.615313546638756
MA0700.2	LHX2	93871.45	110174.5	123816.9	-1.6937937732623267	-0.281843860042705	0.47090114355869495
MA1541.1	NR6A1	235357.875	264211.0	291644.125	-2.6001258574220323	0.7063964144614028	0.8964186783615269
MA0155.1	INSM1	137059.1	158070.5	180250.0	-5.352604003608566	-2.5170016455430524	-0.7468737653648593
MA0709.1	Msx3	56546.25	67842.0	77692.65	-1.9632518706927902	-0.3647728073317434	0.41902341364317963
MA0467.1	Crx	93413.375	108539.0	124904.65000000001	-3.5780957165598286	-1.3781867197349544	-0.16820488518569554
MA1103.1	FOXK2	99426.325	115781.5	130561.47499999999	-2.2429428772619016	-0.6106232507089971	0.3723829635910111
MA0019.1	Ddit3::Cebpa	147922.55	171459.0	186279.24999999997	-0.9165612801668227	0.05161292285878894	1.1735417261392973
MA1140.1	JUNB(var.2)	97098.25	112497.0	128214.19999999998	0.5637216479288452	2.217317412390904	4.882393666463448
MA1584.1	ZIC5	209761.475	236958.5	267144.825	-4.671485271559193	-2.014128320564781	-0.42038800295031165
MA0902.1	HOXB2	74234.4	88488.5	97716.375	-0.9076512526891121	-0.03997998395876966	1.0648873033848614
MA1618.1	Ptf1a	125787.425	144384.0	158431.975	-1.3694176625664756	-0.10976979420859223	0.7166992309535773
MA0684.2	RUNX3	106815.5	123976.5	141006.275	-0.1777881695314681	0.8506332635535752	2.676160046231962
MA0058.2	MAX	103631.7	119106.5	134168.625	-0.30916812454096754	0.530443226042704	2.1510286650651897
MA0007.3	Ar	208657.0	233863.0	263016.1	0.007151086693760405	0.9930568701409574	2.8816097301718493
MA0649.1	HEY2	151573.35	171724.5	192238.25	-0.29946933520856095	0.48884158683467827	2.114905107601702
MA0834.1	ATF7	153860.65	175325.0	198504.5	0.4826804574311408	1.9136417991623833	4.390887416351934
MA0161.2	NFIC	93963.825	110393.5	123554.4	-0.6584521378185381	0.1311662224849305	1.4100887493766172
MA0632.2	TCFL5	152923.09999999998	174815.0	194076.275	-0.11777311465819941	0.47013757250794225	1.8996445438336966
MA1118.1	SIX1	120395.625	142009.0	156128.30000000002	-1.3676142601396772	-0.09120527191424925	0.7292104211554371
MA1420.1	IRF5	186796.925	211155.5	235471.425	-0.19901632690644047	0.8490287074232007	2.573412705949027
MA1506.1	HOXD10	112650.72499999999	130080.5	145628.82499999998	-1.725250339401389	-0.3203689808304142	0.4154557541973747
MA0639.1	DBP	116723.825	135393.0	153253.3	-0.427706975250591	0.7911290239658288	2.8055825594973385
MA0150.2	Nfe2l2	156886.47499999998	179191.5	203245.675	0.6012746810772629	2.2984874291529396	4.864848684260146
MA0715.1	PROP1	74521.95	87175.5	100062.8	-0.08460096466446015	0.621414409178867	2.3508436023567807
MA1624.1	Stat5a	80668.95	93814.5	106659.675	-2.189894818091211	-0.5565956722896759	0.5331062174306085
MA0640.2	ELF3	76669.40000000001	90626.0	104551.65000000001	84.77778930500712	94.81817406476989	105.27368308697878
MA1126.1	FOS::JUN(var.2)	185100.30000000002	211230.5	237533.975	1.7020903076210934	4.160498244544656	7.377423676315924
MA1134.1	FOS::JUNB	104189.2	121569.0	139057.475	4.507911079097497	7.939561507866344	12.570030230900388
MA0042.1	FOXI1	105991.875	122346.0	136454.25	-1.7046696703428257	-0.2831744775256974	0.4291173446227779
MA0105.3	NFKB1	115450.2	135444.5	150552.30000000002	-0.6543793428015912	0.1951800271458007	1.4849407943673343
MA0736.1	GLIS2	168420.45	191827.5	216749.9	-5.0882474401288285	-2.218030007360308	-0.6006463908571374
MA1616.1	Prdm15	191722.7	218583.5	244090.55	-2.59229945525381	-0.838011636626512	0.06704592127105358
MA1145.1	FOSL2::JUND(var.2)	184351.05000000002	208331.0	232620.77499999997	-0.5723486559412079	1.099071783945625	3.258217653622467
MA0002.2	RUNX1	89963.20000000001	104414.0	121036.59999999999	0.6404097328376795	2.486179334591728	5.343171830086786
MA0490.2	JUNB	119377.05	138590.0	157764.125	5.238535513300113	8.569856881643135	13.504280386884469
MA1105.1	GRHL2	168506.17500000002	194240.5	210510.975	-0.9551367247940126	-0.0009182711326109424	0.9658585091667045
MA1648.1	TCF12(var.2)	112159.77500000001	129355.5	147044.175	-8.308387583113946	-4.756912927334309	-2.2994359248032876
MA0620.3	MITF	225684.4	256039.0	283443.69999999995	-0.34541178795389543	0.7964842134251374	2.7333087456309983
MA0156.1	FEV	27877.725	34539.0	41566.075	48.88759491086847	56.74331163018117	65.00535289768149
MA0595.1	SREBF1	104893.45000000001	122403.5	137277.15	-1.8804904203802364	-0.38581365183157246	0.29973945517214107
MA0797.1	TGIF2	126925.475	146685.0	162678.42500000002	-1.3837636740647712	-0.16353957960234716	0.6400185784759119
MA1102.2	CTCFL	137671.15	157705.5	178675.675	-7.642441725640614	-4.239729411465699	-1.7601515801878809
MA0615.1	Gmeb1	292413.2	325054.0	360259.85000000003	-2.450463924351292	-0.7632092831487834	0.1955580498397222
MA0511.1	RUNX2	148362.3	170346.0	189407.3	-0.9149767666431903	-0.5028547598304385	2.0569177256612146
MA1652.1	ZKSCAN5	126787.3	146693.5	166493.175	32.24013987146043	40.135121449101995	49.30862825701322
MA0507.1	POU2F2	122789.375	144798.0	158271.14999999997	-1.0021174419494683	0.009965869971379767	1.062640787623936
MA0901.1	HOXB13	77630.09999999999	91275.5	104902.575	-2.4682122172801066	-0.5777034559651608	-0.006088617932610055
MA0616.1	Hes2	204489.15	234191.0	257381.57499999998	-1.7729421283630546	-0.31205803680887206	0.5106945635431007
MA0095.2	YY1	139696.5	161909.5	180031.49999999997	-1.72319685683012	-0.3188836228317334	0.5436122571018063
MA0024.2	E2F1	129621.27500000001	149707.5	167231.425	-1.6306850645400077	-0.29014672877937653	0.5924539021242101
MA0663.1	MLX	125027.9	143767.5	160755.4	-0.3213115940580703	0.4563541088138491	2.058115657997423
MA1653.1	ZNF148	165430.775	190328.5	209737.49999999997	-1.5818445764559006	-0.21985804835173117	0.08008845925582754
MA0748.1	YY2	157033.15	178177.0	198179.825	-2.07838264472835	-0.4672102898962317	0.34373072648016634
MA0484.2	HNF4G	109903.72499999999	128030.5	145575.925	-2.613671335601877	-0.8204031655643587	0.9299550309387242
MA1142.1	FOSL1::JUND	77997.475	92258.5	106351.525	6.405698221499296	10.592724873390047	15.433388578919661
MA0900.1	HOXA2	85471.65	101275.5	111252.22499999999	-0.9172666284138269	0.02499748053145803	1.0217296307023611
MA0479.1	FOXH1	101013.4	116981.5	128317.55	-1.2582590980604003	-0.11365238445379366	0.8038809372750422
